,row_id,clean_phrase,category,timestamp,phrase_freq,sentiment_score,matched_product,listing_category,stock_level,final_similarity,used_backup
1585,4238,halo games,Video_Games,2015-03-18 07:00:00,1,-1,Gaming Console,Electronics,5606624,0.5109564,False
1589,4244,original gameboy,Video_Games,2015-02-24 08:00:00,1,1,Gaming Console,Electronics,5606624,0.5133039,False
1592,4249,3ds xl,Video_Games,2015-02-18 08:00:00,6,0,Blender,Home Appliances,6234391,0.524415,True
1612,4308,brand new acer computer,Video_Games,2015-03-31 07:00:00,1,0,Laptop,Electronics,5558643,0.5293605,False
1619,4324,eye camera,Video_Games,2015-02-20 08:00:00,1,1,Camera,Electronics,5576465,0.7483758,False
1621,4324,playstation eye camera,Video_Games,2015-02-20 08:00:00,1,1,Camera,Electronics,5576465,0.6094472,False
1622,4324,ps3 eye camera mounting clip,Video_Games,2015-02-20 08:00:00,1,1,Camera,Electronics,5576465,0.6686327,True
1625,4332,px5 headset,Video_Games,2015-03-26 07:00:00,2,1,Headphones,Electronics,5572988,0.50228274,False
1636,4366,ps3/pc,Video_Games,2015-03-09 07:00:00,1,-1,Gaming Console,Electronics,5606624,0.57437444,False
1637,4370,headset adapter,Video_Games,2015-04-28 07:00:00,1,0,Headphones,Electronics,5572988,0.558866,False
1638,4370,xbox one,Video_Games,2015-04-28 07:00:00,1,0,Gaming Console,Electronics,5606624,0.59500325,False
1646,4375,new xbox e console,Video_Games,2015-02-04 08:00:00,1,0,Gaming Console,Electronics,5606624,0.6780473,False
1649,4375,our digital surround sound headsets,Video_Games,2015-02-04 08:00:00,1,0,Headphones,Electronics,5572988,0.55560386,False
1665,4409,ps4 controller,Video_Games,2015-02-27 08:00:00,1,0,Gaming Console,Electronics,5606624,0.5017901,False
1670,4413,xbox controller,Video_Games,2015-02-09 08:00:00,2,0,Gaming Console,Electronics,5606624,0.56732744,False
1683,4432,3d,Video_Games,2015-02-15 08:00:00,1,1,Blender,Home Appliances,6234391,0.524415,False
1690,4442,wii u.,Video_Games,2015-02-09 08:00:00,1,-1,Gaming Console,Electronics,5606624,0.55924666,False
1696,4448,galaxy s5,Video_Games,2015-02-12 08:00:00,2,1,Smartphone,Electronics,5584861,0.66006315,False
1700,4450,android box,Video_Games,2015-03-23 07:00:00,1,0,Smartphone,Electronics,5584861,0.5022782,False
1708,4463,xbox one controller,Video_Games,2015-04-03 07:00:00,2,0,Gaming Console,Electronics,5606624,0.5250653,True
1732,4501,360 xbox,Video_Games,2015-04-03 07:00:00,1,0,Gaming Console,Electronics,5606624,0.61146176,False
1734,4507,best ps4 headsets,Video_Games,2015-03-15 07:00:00,1,0,Headphones,Electronics,5572988,0.51107925,True
1748,4537,xbox 360 controller,Video_Games,2015-04-01 07:00:00,1,1,Gaming Console,Electronics,5606624,0.51510286,False
1749,4540,original wii games,Video_Games,2015-02-08 08:00:00,1,0,Gaming Console,Electronics,5606624,0.54717064,False
1753,4545,na nintendo,Video_Games,2015-04-19 07:00:00,1,0,Gaming Console,Electronics,5606624,0.5455672,False
1754,4546,what 3ds,Video_Games,2015-03-10 07:00:00,1,0,Blender,Home Appliances,6234391,0.524415,True
1756,4548,droid,Video_Games,2015-02-12 08:00:00,1,0,Smartphone,Electronics,5584861,0.58204246,False
1770,4576,other xbox,Video_Games,2015-02-09 08:00:00,1,1,Gaming Console,Electronics,5606624,0.53688234,False
1778,4593,xbox 360 version,Video_Games,2015-03-11 07:00:00,3,0,Gaming Console,Electronics,5606624,0.50951076,False
1779,4602,gamepad,Video_Games,2015-04-27 07:00:00,4,0,Gaming Console,Electronics,5606624,0.5510049,False
1785,4608,pal xbox system,Video_Games,2015-03-21 07:00:00,1,1,Gaming Console,Electronics,5606624,0.57042813,False
1802,4641,"droid turbo 3.6"" wide phone",Video_Games,2015-03-30 07:00:00,1,1,Smartphone,Electronics,5584861,0.5859777,True
1803,4641,bigger phone,Video_Games,2015-03-30 07:00:00,1,1,Smartphone,Electronics,5584861,0.65183276,False
1804,4642,samsung tab,Video_Games,2015-03-06 08:00:00,1,1,Tablet,Electronics,5601340,0.66273206,False
1812,4663,playstation vita,Video_Games,2015-02-25 08:00:00,1,0,Gaming Console,Electronics,5606624,0.5131036,False
1813,4665,windows 7 computer,Video_Games,2015-03-09 07:00:00,1,0,Laptop,Electronics,5558643,0.53052,False
1814,4668,kinect,Video_Games,2015-02-20 08:00:00,1,0,Camera,Electronics,5576465,0.52108467,False
1819,4680,steam game,Video_Games,2015-03-10 07:00:00,1,-1,Gaming Console,Electronics,5606624,0.5296425,False
1823,4692,ps3 console,Video_Games,2015-03-06 08:00:00,1,0,Gaming Console,Electronics,5606624,0.70956117,False
1826,4698,gamecard,Video_Games,2015-03-25 07:00:00,1,0,Gaming Console,Electronics,5606624,0.5019676,False
1828,4700,mac screen,Video_Games,2015-04-28 07:00:00,1,0,Monitor,Electronics,5506270,0.50158036,False
1834,4708,ps3 game,Video_Games,2015-04-29 07:00:00,1,0,Gaming Console,Electronics,5606624,0.53344536,False
1839,4726,ps4 game,Video_Games,2015-04-05 07:00:00,1,0,Gaming Console,Electronics,5606624,0.5604967,False
1843,4733,original nintendo wii,Video_Games,2015-04-13 07:00:00,1,-1,Gaming Console,Electronics,5606624,0.5434209,False
1856,4755,wii u game,Video_Games,2015-03-07 08:00:00,1,0,Gaming Console,Electronics,5606624,0.5592625,False
1860,4773,(ps3/360,Video_Games,2015-04-17 07:00:00,1,0,Gaming Console,Electronics,5606624,0.5036106,True
1861,4774,new ps4,Video_Games,2015-04-05 07:00:00,1,0,Gaming Console,Electronics,5606624,0.5262207,False
1878,4795,same ps4,Video_Games,2015-04-26 07:00:00,1,0,Gaming Console,Electronics,5606624,0.5594764,True
1880,4799,kindle,Video_Games,2015-03-18 07:00:00,1,1,Tablet,Electronics,5601340,0.58519065,False
1883,4811,headset,Video_Games,2015-03-10 07:00:00,2,1,Headphones,Electronics,5572988,0.71244335,False
1884,4811,turtle beach headset,Video_Games,2015-03-10 07:00:00,1,1,Headphones,Electronics,5572988,0.5411415,False
1888,4816,pc games,Video_Games,2015-04-28 07:00:00,1,-1,Gaming Console,Electronics,5606624,0.64126444,False
1896,4829,anthology,Video_Games,2015-03-20 07:00:00,1,-1,Biographies,Books,6266303,0.5781057,False
1899,4842,galaxy s4,Video_Games,2015-02-28 08:00:00,1,0,Smartphone,Electronics,5584861,0.64761174,False
1900,4842,galaxy s3,Video_Games,2015-02-28 08:00:00,1,0,Smartphone,Electronics,5584861,0.645167,False
1920,4878,our big screen tv,Video_Games,2015-04-25 07:00:00,1,1,Monitor,Electronics,5506270,0.5104419,False
1921,4879,hp laptop,Video_Games,2015-02-07 08:00:00,1,0,Laptop,Electronics,5558643,0.7847153,False
1946,4911,usb end,Video_Games,2015-02-22 08:00:00,1,0,Laptop,Electronics,5558643,0.5081267,True
1954,4920,headset/mic audio jacks,Video_Games,2015-03-02 08:00:00,1,-1,Headphones,Electronics,5572988,0.5902758,False
1970,4971,ps vita,Video_Games,2015-02-17 08:00:00,2,0,Gaming Console,Electronics,5606624,0.50379527,False
2012,5022,pc headset,Video_Games,2015-03-10 07:00:00,1,1,Headphones,Electronics,5572988,0.5990073,False
2018,5027,vga monitor,Video_Games,2015-04-26 07:00:00,1,-1,Monitor,Electronics,5506270,0.70906115,False
2021,5029,vga,Video_Games,2015-02-06 08:00:00,1,-1,Monitor,Electronics,5506270,0.6234482,False
2025,5032,sony headset,Video_Games,2015-03-05 08:00:00,1,-1,Headphones,Electronics,5572988,0.62677145,False
2028,5038,ui,Video_Games,2015-04-06 07:00:00,1,0,Blender,Home Appliances,6234391,0.5579154,False
2040,5061,xbox one controllers,Video_Games,2015-04-16 07:00:00,1,1,Gaming Console,Electronics,5606624,0.5250653,True
2041,5061,nintendo product,Video_Games,2015-04-16 07:00:00,1,1,Gaming Console,Electronics,5606624,0.55835146,False
2051,5078,laptop windows,Video_Games,2015-03-05 08:00:00,1,0,Laptop,Electronics,5558643,0.7662542,False
2054,5080,android tablet,Video_Games,2015-02-02 08:00:00,1,1,Tablet,Electronics,5601340,0.8243544,False
2056,5080,nokia phone,Video_Games,2015-02-02 08:00:00,1,1,Smartphone,Electronics,5584861,0.75298774,False
2057,5085,fryer,Home_and_Kitchen,2015-02-03 08:00:00,1,0,Toaster,Home Appliances,6204968,0.57256114,False
2100,5247,bread,Home_and_Kitchen,2015-02-11 08:00:00,2,1,Toaster,Home Appliances,6204968,0.5676116,False
2101,5247,baked bread,Home_and_Kitchen,2015-02-11 08:00:00,1,1,Cookbooks,Books,6234808,0.5062459,False
2117,5284,hoover,Home_and_Kitchen,2015-02-05 08:00:00,3,0,Vacuum Cleaner,Home Appliances,6302349,0.5627212,False
2121,5284,usa hoover bags,Home_and_Kitchen,2015-02-05 08:00:00,1,0,Vacuum Cleaner,Home Appliances,6302349,0.5225965,False
2139,5354,handheld vacuum device,Home_and_Kitchen,2015-03-09 07:00:00,1,0,Vacuum Cleaner,Home Appliances,6302349,0.65735817,False
2140,5354,freshsaver handheld vacuum sealing system,Home_and_Kitchen,2015-03-09 07:00:00,1,0,Vacuum Cleaner,Home Appliances,6302349,0.5154076,True
2141,5354,handheld,Home_and_Kitchen,2015-03-09 07:00:00,1,0,Camera,Electronics,5576465,0.534836,False
2178,5456,9595 cleanview vacuum,Home_and_Kitchen,2015-02-23 08:00:00,1,0,Vacuum Cleaner,Home Appliances,6302349,0.59266853,False
2181,5459,style 7 bissell belt,Home_and_Kitchen,2015-03-23 07:00:00,1,1,Jacket,Apparel,5516002,0.51881504,True
2183,5462,th bissell powergroom dual cyclonic vacuum,Home_and_Kitchen,2015-03-04 08:00:00,1,0,Vacuum Cleaner,Home Appliances,6302349,0.53873193,False
2188,5471,5.25 inch speakers,Home_and_Kitchen,2015-03-12 07:00:00,1,0,Speaker,Electronics,5608503,0.6666213,True
2209,5565,aw or a sharp r930 ak microwave convection,Home_and_Kitchen,2015-02-05 08:00:00,3,0,Microwave,Home Appliances,6216653,0.5985011,False
2217,5709,medium 1 1/2 tablespoon,Home_and_Kitchen,2015-02-11 08:00:00,1,-1,Jacket,Apparel,5516002,0.50615966,True
2246,5822,all my zwilling silverware,Home_and_Kitchen,2015-03-17 07:00:00,1,-1,Dishwasher,Home Appliances,6228109,0.53292996,True
2272,5936,esquire e 1300 blender,Home_and_Kitchen,2015-03-05 08:00:00,1,0,Blender,Home Appliances,6234391,0.55970985,False
2300,5986,hamilton blender,Home_and_Kitchen,2015-03-16 07:00:00,1,1,Blender,Home Appliances,6234391,0.552297,False
2343,6175,samsung microwave prefect,Home_and_Kitchen,2015-03-02 08:00:00,1,1,Microwave,Home Appliances,6216653,0.745533,False
2344,6175,will this fit samsung me16h702ses otr microwave,Home_and_Kitchen,2015-03-02 08:00:00,1,1,Microwave,Home Appliances,6216653,0.52042246,True
2346,6177,refrigerator,Home_and_Kitchen,2015-02-26 08:00:00,1,0,Refrigerator,Home Appliances,6260139,1.0,False
2347,6179,upright kenmore freezer,Home_and_Kitchen,2015-03-19 07:00:00,1,1,Refrigerator,Home Appliances,6260139,0.57403696,False
2368,6308,lodge cookware,Home_and_Kitchen,2015-02-16 08:00:00,1,1,Cookbooks,Books,6234808,0.5337633,False
2386,6348,s661 sanitaire use vacuum,Home_and_Kitchen,2015-02-24 08:00:00,1,1,Vacuum Cleaner,Home Appliances,6302349,0.51739746,True
2409,6364,easy dishwasher cleaning,Home_and_Kitchen,2015-03-18 07:00:00,1,1,Dishwasher,Home Appliances,6228109,0.8012431,False
2414,6371,iqair gc air purifier,Home_and_Kitchen,2015-03-12 07:00:00,1,1,Air Conditioner,Home Appliances,6212336,0.51506174,False
2476,6628,2000 rb 1 vacuum,Home_and_Kitchen,2015-02-03 08:00:00,1,0,Vacuum Cleaner,Home Appliances,6302349,0.5477246,False
2479,6633,honeywell,Home_and_Kitchen,2015-03-04 08:00:00,2,1,Air Conditioner,Home Appliances,6212336,0.53976095,False
2480,6634,enviracaire air purifier model,Home_and_Kitchen,2015-02-03 08:00:00,1,0,Air Conditioner,Home Appliances,6212336,0.5246794,False
2490,6653,shark 15.6 volt vacuum cleaner,Home_and_Kitchen,2015-02-27 08:00:00,1,-1,Vacuum Cleaner,Home Appliances,6302349,0.6284045,False
2507,6736,dyson,Home_and_Kitchen,2015-03-22 07:00:00,14,1,Vacuum Cleaner,Home Appliances,6302349,0.5779208,False
2512,6741,new dyson v6 cordless vacuum,Home_and_Kitchen,2015-04-10 07:00:00,1,1,Vacuum Cleaner,Home Appliances,6302349,0.542248,False
2562,7002,elecrolux home care paw vacuum,Home_and_Kitchen,2015-03-03 08:00:00,1,0,Vacuum Cleaner,Home Appliances,6302349,0.5319825,False
2568,7034,panasonic,Home_and_Kitchen,2015-02-18 08:00:00,3,0,Camera,Electronics,5576465,0.55382264,False
2674,7634,hamilton beach blender,Home_and_Kitchen,2015-03-11 07:00:00,1,0,Blender,Home Appliances,6234391,0.5189388,False
2688,7749,french chef,Home_and_Kitchen,2015-02-24 08:00:00,1,1,Cookbooks,Books,6234808,0.5026547,False
2703,7839,panda washer,Home_and_Kitchen,2015-02-20 08:00:00,1,0,Washing Machine,Home Appliances,6238805,0.55651605,False
2709,7910,machine,Home_and_Kitchen,2015-04-02 07:00:00,2,0,Washing Machine,Home Appliances,6238805,0.6111288,False
2714,7928,panasonic vacuum cleaner,Home_and_Kitchen,2015-02-07 08:00:00,1,-1,Vacuum Cleaner,Home Appliances,6302349,0.78428125,False
2763,8035,609 dishwasher,Home_and_Kitchen,2015-03-30 07:00:00,1,0,Dishwasher,Home Appliances,6228109,0.72558403,False
2782,8241,bissel floor vacuum,Home_and_Kitchen,2015-03-21 07:00:00,1,0,Vacuum Cleaner,Home Appliances,6302349,0.5771352,False
2794,8285,inexpensive toaster,Home_and_Kitchen,2015-03-16 07:00:00,1,-1,Toaster,Home Appliances,6204968,0.845876,False
2820,8392,kitchen aid blender,Home_and_Kitchen,2015-03-30 07:00:00,1,1,Blender,Home Appliances,6234391,0.5913744,False
2862,8657,out tv,Home_and_Kitchen,2015-04-05 07:00:00,1,0,Monitor,Electronics,5506270,0.53047484,True
2873,8728,macpro laptop,Home_and_Kitchen,2015-03-02 08:00:00,1,1,Laptop,Electronics,5558643,0.50378966,False
2879,8790,dd featherweight vacuum,Home_and_Kitchen,2015-04-13 07:00:00,1,1,Vacuum Cleaner,Home Appliances,6302349,0.59172976,False
2887,8822,master chef,Home_and_Kitchen,2015-04-10 07:00:00,1,1,Cookbooks,Books,6234808,0.52954984,False
2890,8857,air purifier,Home_and_Kitchen,2015-04-14 07:00:00,1,1,Air Conditioner,Home Appliances,6212336,0.6704197,False
2899,8909,jbl control one speakers,Home_and_Kitchen,2015-04-14 07:00:00,1,0,Speaker,Electronics,5608503,0.5826092,True
2923,8992,new machine,Home_and_Kitchen,2015-03-05 08:00:00,1,-1,Washing Machine,Home Appliances,6238805,0.52784294,False
3000,9485,blendtec,Home_and_Kitchen,2015-03-02 08:00:00,2,0,Blender,Home Appliances,6234391,0.6195257,False
3023,9644,normal kirby vacuum hose,Home_and_Kitchen,2015-02-26 08:00:00,1,0,Vacuum Cleaner,Home Appliances,6302349,0.5112769,False
3035,9703,battery,Home_and_Kitchen,2015-03-05 08:00:00,3,0,Laptop,Electronics,5558643,0.5189626,False
3061,9821,lcd,Home_and_Kitchen,2015-04-04 07:00:00,2,1,Monitor,Electronics,5506270,0.6456512,False
3084,9986,regular refrigerators,Home_and_Kitchen,2015-04-06 07:00:00,1,0,Refrigerator,Home Appliances,6260139,0.8065108,False
3085,9986,refrigerators,Home_and_Kitchen,2015-04-06 07:00:00,1,0,Refrigerator,Home Appliances,6260139,0.9207951,False
3094,10011,vacum cleaner,Home_and_Kitchen,2015-03-09 07:00:00,1,-1,Vacuum Cleaner,Home Appliances,6302349,0.74613094,False
3095,10011,particular hoover,Home_and_Kitchen,2015-03-09 07:00:00,1,-1,Vacuum Cleaner,Home Appliances,6302349,0.5212058,False
3117,10134,cook n,Home_and_Kitchen,2015-02-27 08:00:00,1,1,Cookbooks,Books,6234808,0.5135406,False
3123,10190,klipsch quintet rear speakers,Home_and_Kitchen,2015-02-04 08:00:00,1,0,Speaker,Electronics,5608503,0.5702108,True
3129,10256,chest,Home_and_Kitchen,2015-03-19 07:00:00,1,0,Shirt,Apparel,5519141,0.55410075,False
3138,10298,thermomeer dishwasher,Home_and_Kitchen,2015-03-19 07:00:00,1,0,Dishwasher,Home Appliances,6228109,0.8008468,False
3148,10387,barefoot contessa,Home_and_Kitchen,2015-02-05 08:00:00,1,1,Sandals,Footwear,5540163,0.5013397,False
3150,10407,rennaissance collection dishwasher,Home_and_Kitchen,2015-03-13 07:00:00,1,1,Dishwasher,Home Appliances,6228109,0.680939,False
3217,10795,some t-fal,Home_and_Kitchen,2015-03-15 07:00:00,1,1,T-shirt,Apparel,5590599,0.5316267,True
3218,10798,tfal cookware,Home_and_Kitchen,2015-03-30 07:00:00,1,0,Cookbooks,Books,6234808,0.50201577,False
3256,11048,cleaning kit,Home_and_Kitchen,2015-03-19 07:00:00,1,1,Vacuum Cleaner,Home Appliances,6302349,0.5585233,False
3263,11125,bissell vacuum,Home_and_Kitchen,2015-03-15 07:00:00,1,0,Vacuum Cleaner,Home Appliances,6302349,0.75774825,False
3268,11134,turbo-brush,Home_and_Kitchen,2015-02-21 08:00:00,1,1,Vacuum Cleaner,Home Appliances,6302349,0.5311745,False
3278,11161,no dust,Home_and_Kitchen,2015-03-15 07:00:00,10,1,Vacuum Cleaner,Home Appliances,6302349,0.5122194,True
3285,11300,small (panda) washer,Home_and_Kitchen,2015-02-20 08:00:00,1,0,Washing Machine,Home Appliances,6238805,0.6179627,False
3333,11714,kenmore central vacuum,Home_and_Kitchen,2015-04-03 07:00:00,1,0,Vacuum Cleaner,Home Appliances,6302349,0.67546546,False
3361,11894,pc tower,Home_and_Kitchen,2015-03-30 07:00:00,1,0,Gaming Console,Electronics,5606624,0.5445453,False
3395,12086,eureka hose,Home_and_Kitchen,2015-02-02 08:00:00,1,1,Vacuum Cleaner,Home Appliances,6302349,0.50662357,False
3399,12114,cv450 vacuum system,Home_and_Kitchen,2015-03-31 07:00:00,1,0,Vacuum Cleaner,Home Appliances,6302349,0.51840156,False
3408,12163,toastation 2-slice toaster,Home_and_Kitchen,2015-02-28 08:00:00,1,0,Toaster,Home Appliances,6204968,0.76530504,False
3421,12243,ac motor,Home_and_Kitchen,2015-04-01 07:00:00,1,0,Air Conditioner,Home Appliances,6212336,0.5369715,False
3473,12611,ac version,Home_and_Kitchen,2015-02-15 08:00:00,2,0,Air Conditioner,Home Appliances,6212336,0.51317304,False
3475,12627,tv's hdmi,Home_and_Kitchen,2015-03-15 07:00:00,1,1,Monitor,Electronics,5506270,0.5379994,False
3476,12627,smart tv,Home_and_Kitchen,2015-03-15 07:00:00,1,1,Smartwatch,Electronics,5529727,0.5804657,False
3483,12653,miele vacuum cleaner,Home_and_Kitchen,2015-04-05 07:00:00,1,-1,Vacuum Cleaner,Home Appliances,6302349,0.6940628,False
3485,12653,two best vacuum cleaners,Home_and_Kitchen,2015-04-05 07:00:00,1,-1,Vacuum Cleaner,Home Appliances,6302349,0.75142246,False
3497,12700,wireless hoover,Home_and_Kitchen,2015-03-31 07:00:00,1,1,Vacuum Cleaner,Home Appliances,6302349,0.5212859,False
3499,12712,oreck tabletop type,Home_and_Kitchen,2015-02-17 08:00:00,1,0,Tablet,Electronics,5601340,0.5493673,True
3544,13043,us patrol video security camera,Home_and_Kitchen,2015-04-15 07:00:00,1,0,Camera,Electronics,5576465,0.5359724,False
3596,13345,whitmor's commercial round laundry hamper,Home_and_Kitchen,2015-02-16 08:00:00,1,1,Washing Machine,Home Appliances,6238805,0.52571535,False
3617,13554,all samsung washer,Home_and_Kitchen,2015-02-21 08:00:00,1,1,Washing Machine,Home Appliances,6238805,0.5771084,False
3630,13621,cheap american vacuum,Home_and_Kitchen,2015-04-01 07:00:00,1,1,Vacuum Cleaner,Home Appliances,6302349,0.6745378,False
3631,13621,panasonic vacuum,Home_and_Kitchen,2015-04-01 07:00:00,1,1,Vacuum Cleaner,Home Appliances,6302349,0.6157812,False
3632,13621,japanese vacuum,Home_and_Kitchen,2015-04-01 07:00:00,1,1,Vacuum Cleaner,Home Appliances,6302349,0.68056047,False
3635,13632,allergy robot vacuum cleaner,Home_and_Kitchen,2015-03-30 07:00:00,1,0,Vacuum Cleaner,Home Appliances,6302349,0.6011587,False
3638,13638,model zro-4,Home_and_Kitchen,2015-02-11 08:00:00,1,0,Blender,Home Appliances,6234391,0.5319724,True
3689,13995,their waring blender,Home_and_Kitchen,2015-03-04 08:00:00,1,0,Blender,Home Appliances,6234391,0.55494124,False
3721,14155,old upright dyson,Home_and_Kitchen,2015-02-11 08:00:00,1,0,Vacuum Cleaner,Home Appliances,6302349,0.53802025,False
3730,14254,other dyson tools,Home_and_Kitchen,2015-02-24 08:00:00,1,0,Vacuum Cleaner,Home Appliances,6302349,0.56225777,False
